starttime,uid,saddr,sport,daddr,dport,proto,dur,appproto,spkts,dpkts,sbytes,dbytes,smac,dmac,state,history,type_,dir_,label
1499342464.833383,CaXo6s4wA1fQC3OGea,192.168.10.12,49931,192.168.10.3,88,17,0.000370025634765625,krb,2,2,302,404,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342464.84555,C5kJ2a0I0MkRYV7Oa,192.168.10.12,37814,192.168.10.3,88,17,0.0006489753723144531,krb,2,2,466,2848,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342464.858305,Cziz9I3ZWd2eWtqaWd,192.168.10.12,46414,192.168.10.3,88,17,0.0007379055023193359,krb,2,2,2796,2718,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342464.859361,CXMAw5GhZyYymlB78,192.168.10.12,37614,192.168.10.3,88,17,0.00033402442932128906,krb,2,2,2794,2604,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342462.025174,CIbmjNsUUASTQHOsf,192.168.10.12,123,167.114.204.238,123,17,2.989824056625366,ntp,2,1,96,48,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342465.192635,CTayIrxLSLSuH3bLd,::,135,ff02::1:ff73:ed41,136,icmp,2.002716064453125e-05,,11,0,176,0,b8:ac:6f:36:08:f5,33:33:ff:73:ed:41,OTH,,conn,->,benign
1499342515.302531,C3xGrs3hgvWAQr9cVe,192.168.10.12,5353,224.0.0.251,5353,17,2.193450927734375e-05,dns,11,0,495,0,b8:ac:6f:36:04:e3,01:00:5e:00:00:fb,S0,D,conn,->,benign
1499342516.417763,CKECAF29b8ImMQ7Kg5,fe80::8cc1:7756:5ffc:823f,5353,ff02::fb,5353,17,3.695487976074219e-05,dns,11,0,495,0,b8:ac:6f:36:04:e3,33:33:00:00:00:fb,S0,D,conn,->,benign
1499342516.556223,CxM2h03ytIjrtwTH3h,192.168.10.9,61861,224.0.0.252,5355,17,0.10323810577392578,dns,22,0,528,0,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,S0,D,conn,->,benign
1499342517.145576,C7LGDT1xxvhGFdTwV7,192.168.10.9,1049,192.168.10.3,389,6,4.8969199657440186,,20,17,2754,4616,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTdtarF,conn,->,malicious
1499342522.044266,CARSnY3W4JAPi00pke,192.168.10.9,1058,192.168.10.3,88,6,0.0010879039764404297,krb_tcp,10,10,1527,1486,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342467.115476,CKjSku2S7oDbD9BJef,192.168.10.12,49867,255.255.255.255,3289,17,1.5020370483398438e-05,,10,0,150,0,b8:ac:6f:36:04:e3,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342522.59238,C891yu3k9plnfAXxSf,192.168.10.9,1060,192.168.10.3,389,6,0.0034759044647216797,,14,14,2038,510,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTadtrF,conn,->,malicious
1499342517.82541,CiYHLi4z6jlrVNuE5,192.168.10.9,62122,192.168.10.3,53,17,0.17161202430725098,dns,2,2,68,280,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342517.825581,CmMimF2QKorMRuBhwd,192.168.10.3,61630,192.168.10.1,53,17,0.17115187644958496,dns,1,1,45,151,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342522.587645,CSEbbV37aTtpWbhOKa,192.168.10.9,1059,192.168.10.3,389,6,0.5173628330230713,,16,14,2407,1985,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342468.140329,Ch7Jny2mivqvB8xeZ1,192.168.10.12,43975,255.255.255.255,1124,17,1.5020370483398438e-05,,10,0,370,0,b8:ac:6f:36:04:e3,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342468.26927,CMJdus4Cj7vHHrinGl,192.168.10.19,123,91.189.89.198,123,17,0.09400415420532227,ntp,1,1,48,48,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342468.273746,CDN468EQUVdoCn5r1,192.168.10.3,42,224.0.1.24,42,17,1.2874603271484375e-05,,10,0,160,0,18:66:da:9b:e3:7d,01:00:5e:00:01:18,S0,D,conn,->,benign
1499342523.764259,CcSVqT1HV885ArxqJ3,192.168.10.19,41613,192.168.10.3,88,6,0.0012049674987792969,krb_tcp,10,10,1569,1566,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342465.192671,CsF7fA2Y2IYMuBcaY6,fe80::6d07:ea13:6f73:ed41,143,ff02::16,0,icmp,3.5772528648376465,,43,0,860,0,b8:ac:6f:36:08:f5,33:33:00:00:00:16,OTH,,conn,->,benign
1499342450.269211,CUCnJt15XzqhKsh5t1,192.168.10.19,123,72.38.129.202,123,17,19.034528970718384,ntp,3,3,144,144,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342467.927804,CkvTBn9Tv9xraZ9U7,192.168.10.15,123,192.168.10.3,123,17,1.5031399726867676,ntp,4,4,192,192,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342519.600715,CzgFTNhP95mjFEBy4,192.168.10.9,56279,192.168.10.3,53,17,0.09517908096313477,dns,2,2,70,222,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342519.600898,CV4Fk03gEMvkJQ8S29,192.168.10.3,60108,192.168.10.1,53,17,0.09406495094299316,dns,1,1,46,183,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342519.695206,CV0D8p4pE27h34dy9,192.168.10.3,61935,192.168.10.1,53,17,0.0004999637603759766,dns,1,1,49,113,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342469.727898,CfgX4M3nSSeCVTB0ve,192.168.10.8,62412,192.168.10.3,389,17,0.00012803077697753906,,2,2,326,326,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342470.266926,C8KTxi2pZc7GpOFZg4,192.168.10.8,52359,192.168.10.3,389,17,0.00013589859008789062,,2,2,328,326,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342470.349233,Crevwi3vw27vELR879,192.168.10.8,52360,192.168.10.3,389,17,0.00011420249938964844,,2,2,414,326,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342470.585117,Cz2c2T3rU2td3bNKIk,192.168.10.8,58631,192.168.10.3,389,17,0.00014281272888183594,,2,2,328,326,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342471.191754,CFKth52255DZ1Kkpve,192.168.10.50,45831,192.168.10.3,88,17,0.00037288665771484375,krb,2,2,364,358,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342471.193737,CgrZwVDgQYwDNWYO8,192.168.10.50,43347,192.168.10.3,88,17,0.0006818771362304688,krb,2,2,512,2836,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342471.196152,CwvCzm3fWxHstIFDaa,192.168.10.50,40361,192.168.10.3,88,17,0.0011091232299804688,krb,2,2,3178,674,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342471.895449,C1i0JeHxf833bS5M5,192.168.10.8,123,192.168.10.3,123,17,0.00010919570922851562,ntp,2,2,96,96,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342465.192656,CxRXK31c3ni67YAx39,fe80::6d07:ea13:6f73:ed41,133,ff02::2,134,icmp,8.135616064071655,,33,0,264,0,b8:ac:6f:36:08:f5,33:33:00:00:00:02,OTH,,conn,->,benign
1499342523.757867,C3ENrM3gt4fiwSpIt7,192.168.10.19,42815,192.168.10.3,53,17,0.000209808349609375,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.758241,CS6zEZ3RqBEoKhyMte,192.168.10.19,16617,192.168.10.3,53,17,0.00021600723266601562,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.758989,CEId3x4ccEwwYKM8Yd,192.168.10.19,13832,192.168.10.3,53,17,0.00019979476928710938,dns,2,2,64,96,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.758993,C3k8Y236fspQ6bo8Af,192.168.10.19,62243,192.168.10.3,53,17,0.0002460479736328125,dns,2,2,64,158,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.759943,CzCmbhqNH0KXyphv6,192.168.10.19,18418,192.168.10.3,53,17,0.00021696090698242188,dns,2,2,102,224,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.760376,C27STO2YASW6pE40Gk,192.168.10.19,61703,192.168.10.3,53,17,0.00021409988403320312,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.760696,C5wtwW12jNq7uIeaoc,192.168.10.19,30310,192.168.10.3,53,17,0.00020599365234375,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.761024,Cap0kv4hgAvXw9H6mk,192.168.10.19,3208,192.168.10.3,53,17,0.0002090930938720703,dns,2,2,64,96,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.761073,CTnKIO1xyBpApjAFSi,192.168.10.19,50469,192.168.10.3,53,17,0.00016188621520996094,dns,2,2,64,158,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.762089,CTNMpO5VQPgkeWWg,192.168.10.19,63371,192.168.10.3,53,17,0.00018596649169921875,dns,2,2,102,224,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.762787,Ctzluw97yqbPBSh6g,192.168.10.19,53457,192.168.10.3,53,17,0.00016689300537109375,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.763065,CrNUkLgMwNJ8FhSR8,192.168.10.19,13564,192.168.10.3,53,17,0.00020384788513183594,dns,2,2,88,188,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.763416,CHJxGs2dRcUkFqjMjd,192.168.10.19,40089,192.168.10.3,53,17,0.00021004676818847656,dns,2,2,64,96,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.763465,CniFKM1tqhA4C74QN8,192.168.10.19,3845,192.168.10.3,53,17,0.00016307830810546875,dns,2,2,64,158,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.763817,CNOfpdD9A9vdeGRZ9,192.168.10.19,8127,192.168.10.3,53,17,0.00021386146545410156,dns,2,2,64,96,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.763866,Cqfh7H3AWu37jfhugl,192.168.10.19,2170,192.168.10.3,53,17,0.00030493736267089844,dns,2,2,64,158,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342523.765485,CTqprM1KqG6Wdy9LX2,192.168.10.19,31268,192.168.10.3,53,17,0.00022292137145996094,dns,2,2,102,224,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342474.111959,CPGioK1InD38ralO1h,192.168.10.15,65017,192.168.10.3,389,17,0.00014400482177734375,,2,2,414,326,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342514.516842,C5xGG23gCJGYrEDSR6,192.168.10.9,57835,192.168.10.3,53,17,3.853330135345459,dns,6,6,204,570,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342514.273232,CTMhjp4gquKzUY2Hy,192.168.10.9,56350,192.168.10.3,53,17,4.0968780517578125,dns,6,6,216,582,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342475.269197,CA8pd12b3AinE3faEl,192.168.10.19,123,91.189.91.157,123,17,0.03680706024169922,ntp,1,1,48,48,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342525.835331,CW4neSY6f3e0dz7L8,fe80::223:aeff:fe9b:adb3,5353,ff02::fb,5353,17,3.504753112792969e-05,dns,11,0,495,0,00:23:ae:9b:ad:b3,33:33:00:00:00:fb,S0,D,conn,->,benign
1499342525.835368,C0aGAK3KT4a7SEPMu3,192.168.10.19,5353,224.0.0.251,5353,17,1.4066696166992188e-05,dns,11,0,495,0,00:23:ae:9b:ad:b3,01:00:5e:00:00:fb,S0,D,conn,->,benign
1499342438.254032,Ce0Nzn1GtaZkGQoAb6,192.168.10.19,123,192.168.10.3,123,17,38.01523303985596,ntp,12,12,576,576,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342516.634042,CSALlA4C81PkM9JCVi,192.168.10.9,1043,192.168.10.3,445,6,14.877235889434814,"krb,smb,gssapi",25,20,3729,1198,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTO,ShADTdtaR,conn,->,malicious
1499342531.258341,CvKTvi1MblUaF3eKt7,192.168.10.15,49453,131.253.61.82,443,6,0.7206130027770996,ssl,15,16,5812,17325,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdagfF,conn,->,benign
1499342484.569573,Cp20RU38AeedipZcA,192.168.10.5,49169,192.168.10.3,49666,6,48.63090515136719,"dce_rpc,gssapi",30,26,3566,2185,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,ShADTadtFf,conn,->,malicious
1499342531.233535,Cs4yZg4xvmcwEagqL3,192.168.10.15,50560,192.168.10.3,53,17,0.024267911911010742,dns,2,2,64,390,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342531.233791,CbNTRE40agSJmxHsN1,192.168.10.3,61219,192.168.10.1,53,17,0.023723840713500977,dns,1,1,50,178,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342531.655462,CJ2GXC1ZjIzYTkgkw5,192.168.10.15,55190,192.168.10.3,53,17,0.07005095481872559,dns,2,2,70,274,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342531.655654,C7R9C24V5DozMzkqh,192.168.10.3,60531,192.168.10.1,53,17,0.06961703300476074,dns,1,1,46,148,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342484.047716,CGw9Wv3SbnDXrc1Iv4,192.168.10.9,60223,192.168.10.3,389,17,0.0001430511474609375,,2,2,328,326,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.047719,CIRMXn28gCJvLTYQqc,192.168.10.9,60224,192.168.10.3,389,17,0.00014090538024902344,,2,2,414,326,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342484.190245,CsveBakB3r7UHooi7,192.168.10.9,60225,192.168.10.3,389,17,0.0001251697540283203,,2,2,328,326,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342484.22094,C9EFMD2xWO2IAX7sq,192.168.10.9,59572,192.168.10.3,389,17,0.00012493133544921875,,2,2,328,326,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342484.270046,CEjs6K2jgQTM2ylHBj,192.168.10.5,51939,192.168.10.3,389,17,0.0001659393310546875,,2,2,500,326,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.27005,CnEXop2VZTxSL05rWg,192.168.10.5,51938,192.168.10.3,389,17,0.000164031982421875,,2,2,414,326,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342484.613707,CqAQsh1jEhTmWiSu29,192.168.10.5,55852,192.168.10.3,389,17,0.0001239776611328125,,2,2,412,326,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342514.433465,CK4ddR1W6CCePOqf3f,192.168.10.9,137,192.168.10.3,137,17,14.051078081130981,dns,16,16,872,920,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342516.893375,CDUY5S39B9LE6rWXT4,192.168.10.9,137,192.168.10.255,137,17,13.15076208114624,dns,198,0,9900,0,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342517.932335,CEXAYi2cEU8JndK6v9,192.168.10.9,1054,192.168.10.3,445,6,25.57490301132202,"krb,smb,gssapi",43,34,5078,3264,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTO,ShADTdtaTtR,conn,->,benign
1499342340.49014,CLAXEBG1fSPjmvRz4,192.168.10.50,33898,192.168.10.3,389,6,205.715008020401,,108,56,10531,10644,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,RSTR,DTdtATtrF,conn,->,benign
1499342340.491104,CpZ7Je1bwSOO9qkFy6,192.168.10.50,33904,192.168.10.3,389,6,205.71426820755005,,148,88,12227,13350,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,RSTR,DTdtATtFar,conn,->,benign
1499342492.220886,C9t9q44rry3DbRASPg,192.168.10.15,7725,255.255.255.255,7725,17,1.5974044799804688e-05,,11,0,704,0,00:1e:4f:d4:ca:28,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342448.637058,C1yOHM11Te5pEveNK8,fe80::f470:cd16:3cf6:bd7b,143,ff02::16,0,icmp,43.99870204925537,,69,0,1580,0,00:1e:4f:d4:ca:28,33:33:00:00:00:16,OTH,,conn,->,benign
1499342485.970527,CrQtL32rK8ZC5sVSrf,192.168.10.15,49444,157.55.240.89,443,6,62.95375895500183,ssl,7,7,804,4341,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,RSTR,ShADdr,conn,->,benign
1499342549.037327,CEAVNL35KypQi8SrYb,192.168.10.50,33924,192.168.10.3,389,6,0.0005528926849365234,,12,8,86,163,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342549.056834,C48AT33pGjjHHsJ01g,192.168.10.50,59722,192.168.10.3,88,6,0.0012159347534179688,krb_tcp,10,10,1613,1616,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342494.076897,CmxSri4U0GmjRPj8B8,192.168.10.5,56088,192.168.10.3,389,17,0.0001251697540283203,,2,2,414,326,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342549.078206,CVtbntfhYpcTkYgef,192.168.10.50,59726,192.168.10.3,88,6,0.0012118816375732422,,10,10,1613,1616,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,RSTR,ShAaGDTdtFr,conn,->,malicious
1499342544.161923,CcsP2PzIb9lhYFR8f,192.168.10.14,52225,192.168.10.3,53,17,0.08458805084228516,dns,4,4,192,1224,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342544.16212,CzAMil2krghiyGaOZk,192.168.10.3,62492,192.168.10.1,53,17,0.0836799144744873,dns,1,1,59,317,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342494.196796,CA0dc01WgTI6rNoyVf,192.168.10.5,56089,192.168.10.3,389,17,0.0001251697540283203,,2,2,414,326,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342544.24765,CHwvDv1YR1oL9eWCj4,192.168.10.14,63995,192.168.10.3,53,17,0.00023508071899414062,dns,2,2,96,612,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342544.248509,CcTYtb31Z7kCXpBcs3,192.168.10.14,65450,192.168.10.3,53,17,0.00019311904907226562,dns,2,2,156,412,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342544.24897,CGckyQ33NsQVr5mTw5,192.168.10.14,51876,192.168.10.3,53,17,0.023619890213012695,dns,2,2,156,312,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342544.249108,CBkhl41IDoR2GeKma2,192.168.10.3,60380,192.168.10.1,53,17,0.023257970809936523,dns,1,1,89,167,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342446.270341,CXs70QlXmK7Hwu3dc,192.168.10.19,123,5.9.74.228,123,17,48.114742040634155,ntp,9,9,432,432,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.465978,CSzWSd32JTffa6JMS1,192.168.10.14,59144,52.10.50.117,443,6,60.98167419433594,ssl,16,14,656,3365,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,SF,ShADadTFf,conn,->,benign
1499342488.332879,C3o4Fc3dKw0kQSoDW7,192.168.10.14,59143,52.11.17.245,443,6,61.322120904922485,ssl,16,14,679,3269,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,SF,ShADadTFf,conn,->,benign
1499342447.269182,CH8adH2sdvNFdnJ7d1,192.168.10.19,123,195.186.4.101,123,17,48.12072205543518,ntp,9,9,432,432,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342544.332647,ClUigT5cibecy4Phd,192.168.10.14,59162,54.201.188.11,443,6,6.107807874679565,ssl,9,7,364,3063,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342448.269189,CLLCvb3eUCgSz67era,192.168.10.19,123,213.109.127.82,123,17,48.109429121017456,ntp,9,9,432,432,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342497.677063,CHjY5E3yLJ3RcxDS54,192.168.10.8,7725,255.255.255.255,7725,17,1.5020370483398438e-05,,11,0,704,0,b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342489.832157,Ck3JdCigq4DDYkoA2,192.168.10.5,49178,157.55.240.89,443,6,63.046988010406494,ssl,11,11,1602,5307,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,RSTR,ShADdar,conn,->,benign
1499342492.632932,Ck8fIF4DCkrahiRAg7,192.168.10.15,63176,239.255.255.250,1900,17,6.000790119171143,,88,0,12056,0,00:1e:4f:d4:ca:28,01:00:5e:7f:ff:fa,S0,D,conn,->,benign
1499342549.036396,Caec784gBstDoj98lf,192.168.10.50,17650,192.168.10.3,53,17,0.00020694732666015625,dns,2,2,80,180,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.037,CMjQT44a9ETxhmTmE,192.168.10.50,48508,192.168.10.3,53,17,0.00014400482177734375,dns,2,2,64,96,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.037964,CK80Bv3cKG4dJINwfi,192.168.10.50,37922,192.168.10.3,53,17,0.0001838207244873047,dns,2,2,138,238,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.038806,CdkWOm1nRRnivmRWqe,192.168.10.50,38249,192.168.10.3,53,17,0.0001709461212158203,dns,2,2,76,176,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.046134,CgBhYD28Vu2M5Y5lw3,192.168.10.50,54799,192.168.10.3,53,17,0.00030994415283203125,dns,2,2,88,188,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.046479,CikbmH1bv1mtVTdvD2,192.168.10.50,41863,192.168.10.3,53,17,0.00016999244689941406,dns,2,2,88,188,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.047339,C0YbvB39OarrcVsMJ5,192.168.10.50,8099,192.168.10.3,53,17,0.00014901161193847656,dns,2,2,64,96,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.047356,Cl8Lal2cXPvbTc2Sqf,192.168.10.50,12662,192.168.10.3,53,17,0.00026106834411621094,dns,2,2,64,158,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.04829,CXc9kRwSCmvgOfCld,192.168.10.50,1633,192.168.10.3,53,17,0.0001780986785888672,dns,2,2,102,224,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.048684,CVzRXP1cbvyQvQBV0j,192.168.10.50,42353,192.168.10.3,53,17,0.0001780986785888672,dns,2,2,88,188,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.048967,CUuUpi270xrOUqton2,192.168.10.50,23777,192.168.10.3,53,17,0.0001971721649169922,dns,2,2,88,188,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.049343,CMFJ95BeftHhdv3Il,192.168.10.50,48250,192.168.10.3,53,17,0.00015497207641601562,dns,2,2,64,96,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.049348,CKkn4346aJN432OVV9,192.168.10.50,50268,192.168.10.3,53,17,0.00019979476928710938,dns,2,2,64,158,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.05052,CC9VXN3ymFd93ASRrf,192.168.10.50,65040,192.168.10.3,53,17,0.00031495094299316406,dns,2,2,102,224,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.052085,CZec0H35CvUxcMfKpj,192.168.10.50,48833,192.168.10.3,53,17,0.00015497207641601562,dns,2,2,64,96,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.052103,CTiuiBxl0xV0eoXea,192.168.10.50,3558,192.168.10.3,53,17,0.000186920166015625,dns,2,2,64,158,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342549.05258,CQJIVK1xGb16XBjOL2,192.168.10.50,35870,192.168.10.3,53,17,0.00016689300537109375,dns,2,2,86,142,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
