uid,flow,label,profileid,twid,aid
COLswf1q2i7pTZrac9,"{""starttime"": 1499342436.686201, ""uid"": ""COLswf1q2i7pTZrac9"", ""saddr"": ""::"", ""daddr"": ""ff02::16"", ""dur"": 15.251288890838623, ""proto"": ""icmp"", ""appproto"": """", ""sport"": 143, ""dport"": 0, ""spkts"": 19, ""dpkts"": 0, ""sbytes"": 380, ""dbytes"": 0, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""33:33:00:00:00:16"", ""state"": ""OTH"", ""history"": """", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_::,timewindow1,MjhjY2NkODQ3ODlmN2VmNTJlZjMwNWJkMTQ5ZWQxOTgxOWQyN2NjMw==
C5kJaz2lOVMGReq3fe,"{""starttime"": 1499342452.255328, ""uid"": ""C5kJaz2lOVMGReq3fe"", ""saddr"": ""fe80::8cc1:7756:5ffc:823f"", ""daddr"": ""ff02::16"", ""dur"": 0.3220951557159424, ""proto"": ""icmp"", ""appproto"": """", ""sport"": 143, ""dport"": 0, ""spkts"": 36, ""dpkts"": 0, ""sbytes"": 900, ""dbytes"": 0, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""33:33:00:00:00:16"", ""state"": ""OTH"", ""history"": """", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_fe80::8cc1:7756:5ffc:823f,timewindow0,ZTA2ZjYyYWUwMzgyNTQ1NjgwY2U3YTZkNTYyODY3ZTk2Njk1YjA0Ng==
CD5oQqT3mJQeGmoF9,"{""starttime"": 1499342453.213695, ""uid"": ""CD5oQqT3mJQeGmoF9"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0005078315734863281, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 39807, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 348, ""dbytes"": 358, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,N2MxMmM2YWZmYzU1NmViMDg0OGU0NjcwMDAzMGNiZDg2ZmFlMmQzNg==
CkbRxm2Qdtgg8xfuvh,"{""starttime"": 1499342453.215733, ""uid"": ""CkbRxm2Qdtgg8xfuvh"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0008518695831298828, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 47658, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 496, ""dbytes"": 2820, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,ODIwY2VjOWExYzkyMTJiZWJkNTk2ODRjN2EyZGUzYjViNWY4YjVjYw==
CuUdc73SftSRzLIRog,"{""starttime"": 1499342453.219325, ""uid"": ""CuUdc73SftSRzLIRog"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0009260177612304688, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 40453, ""dport"": 88, ""spkts"": 1, ""dpkts"": 2, ""sbytes"": 1551, ""dbytes"": 578, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,NDlhNWY4YTg0YjhlMzQ2OGIyM2RiMDRhZjZhNWNmMWI3NTE4YmZkOA==
C1XUKr3CkYDE379Koa,"{""starttime"": 1499342453.741412, ""uid"": ""C1XUKr3CkYDE379Koa"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0003650188446044922, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 48148, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 348, ""dbytes"": 358, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,M2NhYTI2MGQ0NDQyYjhhYzFlOTFkYjRkY2Y2MzZjZjE2M2JkOTA1ZQ==
CnThC84pLKXaUDKc09,"{""starttime"": 1499342453.743078, ""uid"": ""CnThC84pLKXaUDKc09"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0007159709930419922, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 51038, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 496, ""dbytes"": 2820, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,YWMwNGZkMjRmNGU5YjBmNTUyMzRjZmI4NDExZWUzMmFiY2NlODEyYg==
CeTcsJ3hZ8Qz9CTvL6,"{""starttime"": 1499342453.74618, ""uid"": ""CeTcsJ3hZ8Qz9CTvL6"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0009169578552246094, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 45763, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 3102, ""dbytes"": 578, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,NjZkYjYzYTEyZmJkMzYyNTIyNzVhMDY4MWMxN2IzMGNhMWNmOWVhMg==
CSlJlN2NPtpCyAlpEj,"{""starttime"": 1499342453.808842, ""uid"": ""CSlJlN2NPtpCyAlpEj"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.000492095947265625, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 41799, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 364, ""dbytes"": 358, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NTJhNTA1MTk1NzljY2Q1ODk2OWY5MTIwZTQyNDkzOGI0NGI2YjZjNQ==
C2NTnG4gL7NQ1la7Va,"{""starttime"": 1499342453.810947, ""uid"": ""C2NTnG4gL7NQ1la7Va"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.003370046615600586, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 33205, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 512, ""dbytes"": 2836, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,N2IwZmM5M2E4MjkzMGQ5MTBhNTMyMWMyYzAwMDlhOWIyZjZhZDU1YQ==
C6JnVv4gOnZ8MS0Wc4,"{""starttime"": 1499342453.816034, ""uid"": ""C6JnVv4gOnZ8MS0Wc4"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0009698867797851562, ""proto"": ""udp"", ""appproto"": ""krb"", ""sport"": 49588, ""dport"": 88, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 3178, ""dbytes"": 674, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NWMwZTBmNmY0YTcxMjZhODJiYzk4NTc3NWZiMDQyNWFkYjk2MGJjYw==
CXs4NP1xM1CYoq8Ne6,"{""starttime"": 1499342455.269178, ""uid"": ""CXs4NP1xM1CYoq8Ne6"", ""saddr"": ""192.168.10.19"", ""daddr"": ""67.215.197.149"", ""dur"": 0, ""proto"": ""udp"", ""appproto"": ""ntp"", ""sport"": 123, ""dport"": 123, ""spkts"": 1, ""dpkts"": 0, ""sbytes"": 0, ""dbytes"": 0, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""00:c1:b1:14:eb:31"", ""state"": ""S0"", ""history"": ""D"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_192.168.10.19,timewindow1,Nzk0YTg0ODhkYTllOGMyMjgzYjhmYzM1OGQzMWMzMzI0ZmY4YjI0Mw==
C1qCgu2prtknbbiXac,"{""starttime"": 1499342484.218919, ""uid"": ""C1qCgu2prtknbbiXac"", ""saddr"": ""192.168.10.9"", ""daddr"": ""192.168.10.3"", ""dur"": 26.263027906417847, ""proto"": ""tcp"", ""appproto"": ""dce_rpc"", ""sport"": 1028, ""dport"": 135, ""spkts"": 14, ""dpkts"": 10, ""sbytes"": 328, ""dbytes"": 376, ""smac"": ""b8:ac:6f:1d:1f:6c"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""ShADTdtFaf"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.9,timewindow1,NTVlMTUzNDIwZGI3N2NkNzViMDY1ZTVkYTdmMTgyMjkxMTU2NjRjYg==
CJRm74kCnKDaHddeh,"{""starttime"": 1499342484.220502, ""uid"": ""CJRm74kCnKDaHddeh"", ""saddr"": ""192.168.10.9"", ""daddr"": ""192.168.10.3"", ""dur"": 26.261491060256958, ""proto"": ""tcp"", ""appproto"": ""dce_rpc"", ""sport"": 1029, ""dport"": 49671, ""spkts"": 24, ""dpkts"": 18, ""sbytes"": 1839, ""dbytes"": 1336, ""smac"": ""b8:ac:6f:1d:1f:6c"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""ShADTdtFaf"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.9,timewindow1,NTVlYTRhMWNiMzYwNzgxNTdkOTMwY2I3ZTUwYjBjZjg4ZjM5YmI0NA==
C0AP6J1o4R1jEthJr4,"{""starttime"": 1499342505.681695, ""uid"": ""C0AP6J1o4R1jEthJr4"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00020599365234375, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 11583, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZjM1NDdkOWZmOTQ2ZDA0MTZjMmNmOWQxMDEyNjFlODRiYWYyM2U5Zg==
CzOsBK3El1LpOumCJ9,"{""starttime"": 1499342505.685174, ""uid"": ""CzOsBK3El1LpOumCJ9"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017690658569335938, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 57710, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,OGFmYmVmNTBkYzg2OWQ0MTIwMDc4NGZiNWE1YjU0ZjhmNTM0YzMyMw==
CtrBvd3iGCXA0EQkMd,"{""starttime"": 1499342505.686186, ""uid"": ""CtrBvd3iGCXA0EQkMd"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00014901161193847656, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 65450, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,YzkyNmQ4MjM3Y2U0YzllNGM3MTNhYzhiMWExNzM3MGI2NmE4ZDc3Mw==
C6o91i37yFkXhAgtQ3,"{""starttime"": 1499342505.686202, ""uid"": ""C6o91i37yFkXhAgtQ3"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0002689361572265625, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 10518, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,OWI3MjhlMTdhZTA0NzllMmI3MjczYThjZWUxNTYzNjRiODNlOWM1NQ==
CC5Upor2qgkI0AA8k,"{""starttime"": 1499342505.687172, ""uid"": ""CC5Upor2qgkI0AA8k"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00016999244689941406, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 37022, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NzM3Njc4NDBhMzdmZDgwNzQ2MDViOGMxNjFhYjhhMDY0OTExZTI1Mw==
Cn8BHa2LSDBCYWk7J6,"{""starttime"": 1499342505.687639, ""uid"": ""Cn8BHa2LSDBCYWk7J6"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017404556274414062, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 23657, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,MGYyYmYxNzFiYzRhZjE3MWMxZDI3NmZhMWZlOTlkMmUyMzgyZDJiNQ==
CBM59z4WcXGK4RbQe1,"{""starttime"": 1499342505.687972, ""uid"": ""CBM59z4WcXGK4RbQe1"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00016498565673828125, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 19938, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,YzRhMjRlOTdiNTMzNjg5NGI4ZDQ3Mzk0M2RiZmVkNzUxNWYyM2EwYg==
C9RNCD2KNxrBezhXH3,"{""starttime"": 1499342505.688358, ""uid"": ""C9RNCD2KNxrBezhXH3"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00013899803161621094, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 65134, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZjdmZjBhMzRiNzJhMjhhNzVlN2M5MWFkZWM0NWYyZGY4MzBhODMyNg==
Cnsdkr34v6kLlGMO5d,"{""starttime"": 1499342505.688376, ""uid"": ""Cnsdkr34v6kLlGMO5d"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001850128173828125, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 52154, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZDFmNjQzYzM5ZTkxNTVkYzQzNTQyNWVmNDJhNjQzNWNkODU4MGM3Zg==
C1AKbV15kiLda7Ogje,"{""starttime"": 1499342505.689546, ""uid"": ""C1AKbV15kiLda7Ogje"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.000148773193359375, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 57145, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,YTkwZmJiMWRkNzMwYzNhODVkM2ZlYTk0M2JiZTgyOWJkMTMwMGQ5ZA==
CuFNNW2l3UeQ1G7mJ4,"{""starttime"": 1499342505.690188, ""uid"": ""CuFNNW2l3UeQ1G7mJ4"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00015115737915039062, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 14225, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,YTJmMzMwNDdkOTMyNjUzMDY4MzMwYzQ1M2Y1YWIwNTYwMDk0MGZjOQ==
CxyBaW1bLIYgPWb7r4,"{""starttime"": 1499342505.69051, ""uid"": ""CxyBaW1bLIYgPWb7r4"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00015401840209960938, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 41236, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,YzZjZjI1MWI0MzI1YTEyOWE0NWVmMGJjNTgzMWI3YzcxYTYwMmU2ZQ==
C8LZAf1vhUn8qE3nO,"{""starttime"": 1499342505.69091, ""uid"": ""C8LZAf1vhUn8qE3nO"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00014090538024902344, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 58772, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NzYwOWYwNjE4NWNkN2RjNDI4ZGNkZDM4N2RiNTI5ODViY2FmMzkzYg==
CoW5Dz14aEIRL1yEKk,"{""starttime"": 1499342505.690927, ""uid"": ""CoW5Dz14aEIRL1yEKk"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00018906593322753906, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 13028, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NGE5NDA5MTk1MTc2MmI2ZjU2Y2JhMDI0NmE3NmI1YWJhMjVmM2Y5NQ==
Cuk70M1eFjsf7Jhmvl,"{""starttime"": 1499342505.692548, ""uid"": ""Cuk70M1eFjsf7Jhmvl"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00015091896057128906, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 11992, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZjBhN2Y5ZDU3ZmM3ZWM5NTc3NTAwZmMzNjM3MTA3YTQ0MWRkYTgwYg==
CBDUha4WjKJIoxHOn3,"{""starttime"": 1499342505.693015, ""uid"": ""CBDUha4WjKJIoxHOn3"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00014901161193847656, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 20101, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NWE0NTdmMDcyNTRmZWRhYWEwZGExY2E5M2Y0NzRlYWZlM2VkMGIxMQ==
CmqeKmNMaKhAe4647,"{""starttime"": 1499342505.693409, ""uid"": ""CmqeKmNMaKhAe4647"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001659393310546875, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 45343, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZWEwNDdhODE0M2Y4ZjZmOTFlNjYzOTIxODdlNzg5NTZlNTUxM2I5ZQ==
CvMB3sM1AAVWbwOgh,"{""starttime"": 1499342505.693413, ""uid"": ""CvMB3sM1AAVWbwOgh"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017690658569335938, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 61053, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NWRjZGMzYzU1MjExZGMxZTI3MjZiOGI5YjU5NTQyYjE3ZWM2MDA3NA==
CaDwHUsnw7tdVB0Cl,"{""starttime"": 1499342505.696618, ""uid"": ""CaDwHUsnw7tdVB0Cl"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001609325408935547, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 62359, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,OWE3NWU1MTE3ZTg5YmI0ZjgyYjdmMTc0NWFiNTM4ZGE2MWQ2ODczNQ==
CTTA6R1UwpCrJhHFqd,"{""starttime"": 1499342456.269193, ""uid"": ""CTTA6R1UwpCrJhHFqd"", ""saddr"": ""192.168.10.19"", ""daddr"": ""91.189.89.199"", ""dur"": 0.09421110153198242, ""proto"": ""udp"", ""appproto"": ""ntp"", ""sport"": 123, ""dport"": 123, ""spkts"": 1, ""dpkts"": 1, ""sbytes"": 48, ""dbytes"": 48, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""00:c1:b1:14:eb:31"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_192.168.10.19,timewindow1,NWRiN2FhZmYxYzQyY2FkN2JlMzIzMjE3NzM2OTJhOGY1MGIwMTcxMg==
CyAVjx39uqXFYsGPaa,"{""starttime"": 1499342448.637038, ""uid"": ""CyAVjx39uqXFYsGPaa"", ""saddr"": ""fe80::f470:cd16:3cf6:bd7b"", ""daddr"": ""ff02::2"", ""dur"": 8.000034093856812, ""proto"": ""icmp"", ""appproto"": """", ""sport"": 133, ""dport"": 134, ""spkts"": 28, ""dpkts"": 0, ""sbytes"": 152, ""dbytes"": 0, ""smac"": ""00:1e:4f:d4:ca:28"", ""dmac"": ""33:33:00:00:00:02"", ""state"": ""OTH"", ""history"": """", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_fe80::f470:cd16:3cf6:bd7b,timewindow0,MDA2MmZiZWY2MmFmMjU4OTNjOGRjMmUzNTYwYzVlZjY4ZDQwOTczYw==
C5ovDW3vYMur06YAj4,"{""starttime"": 1499342481.428031, ""uid"": ""C5ovDW3vYMur06YAj4"", ""saddr"": ""192.168.10.15"", ""daddr"": ""23.60.139.27"", ""dur"": 31.93683695793152, ""proto"": ""tcp"", ""appproto"": ""http"", ""sport"": 49442, ""dport"": 80, ""spkts"": 6, ""dpkts"": 5, ""sbytes"": 235, ""dbytes"": 2118, ""smac"": ""00:1e:4f:d4:ca:28"", ""dmac"": ""00:c1:b1:14:eb:31"", ""state"": ""SF"", ""history"": ""ShADadfF"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.15,timewindow1,NTRjOTQzYzNiNjMyZmFhYjE4MzA3NDQzZTk5NmNiMDlmNzc3MjBkMQ==
